1.170000000000000000e+03 2.703624898631590665e-19
1.172930000000000064e+03 2.688815087689709844e-19
1.172980000000000018e+03 2.681139812639003652e-19
1.173029999999999973e+03 2.680645503584932301e-19
1.173079999999999927e+03 2.680154799260892272e-19
1.173129999999999882e+03 2.679671738732231981e-19
1.173179999999999836e+03 2.679204692662293040e-19
1.173229999999999791e+03 2.678770826761850632e-19
1.173279999999999745e+03 2.678404361088424280e-19
1.173329999999999700e+03 2.678172504164230194e-19
1.173379999999999654e+03 2.678204341303829266e-19
1.173429999999999609e+03 2.678742897299273463e-19
1.173479999999999563e+03 2.680236608554384760e-19
1.173529999999999518e+03 2.683495581042686874e-19
1.173579999999999472e+03 2.689953466494370085e-19
1.173629999999999427e+03 2.702094391784293425e-19
1.173679999999999382e+03 2.724131989813052682e-19
1.173729999999999336e+03 2.763060864396310815e-19
1.173779999999999291e+03 2.830241470749907991e-19
1.173829999999999245e+03 2.943719624436354774e-19
1.173879999999999200e+03 3.131520743705602606e-19
1.173929999999999154e+03 3.436177149160449644e-19
1.173979999999999109e+03 3.920733725749896883e-19
1.174029999999999063e+03 4.676405866857204438e-19
1.174079999999999018e+03 5.831914316012701887e-19
1.174129999999998972e+03 7.564266828671825934e-19
1.174179999999998927e+03 1.011038755130624032e-18
1.174229999999998881e+03 1.377851155653667584e-18
1.174279999999998836e+03 1.895769931713507561e-18
1.174329999999998790e+03 2.612324908631654062e-18
1.174379999999998745e+03 3.583530214875934013e-18
1.174429999999998699e+03 4.872768881047820971e-18
1.174479999999998654e+03 6.548420972715398535e-18
1.174529999999998608e+03 8.680023676681104646e-18
1.174579999999998563e+03 1.133288494877156117e-17
1.174629999999998518e+03 1.456127015085814387e-17
1.174679999999998472e+03 1.840053769330097498e-17
1.174729999999998427e+03 2.285904783622634037e-17
1.174779999999998381e+03 2.791369242311765413e-17
1.174829999999998336e+03 3.354008262625141552e-17
1.174879999999998290e+03 3.995584718374024774e-17
1.174929999999998245e+03 4.857035617212724157e-17
1.174979999999998199e+03 6.348271526045001065e-17
1.175029999999998154e+03 8.954304828010420660e-17
1.175079999999998108e+03 1.225310302383557061e-16
1.175129999999998063e+03 1.437770558236949853e-16
1.175179999999998017e+03 1.383242173552494989e-16
1.175229999999997972e+03 1.150161006287265349e-16
1.175279999999997926e+03 9.388018246155591219e-17
1.175329999999997881e+03 8.315537074597427231e-17
1.175379999999997835e+03 7.910993476604669994e-17
1.175429999999997790e+03 7.708628709259467304e-17
1.175479999999997744e+03 7.643028694610635817e-17
1.175529999999997699e+03 8.125938653892194602e-17
1.175579999999997654e+03 9.940972055830946307e-17
1.175629999999997608e+03 1.333936243905050831e-16
1.175679999999997563e+03 1.668147601990948094e-16
1.175729999999997517e+03 1.718353128851521207e-16
1.175779999999997472e+03 1.411389714613924862e-16
1.175829999999997426e+03 9.781905671745154943e-17
1.175879999999997381e+03 6.656859522838555778e-17
1.175929999999997335e+03 5.229151504096417844e-17
1.175979999999997290e+03 4.789274225289571189e-17
1.176029999999997244e+03 4.706138028922540345e-17
1.176079999999997199e+03 4.717629490540644240e-17
1.176129999999997153e+03 4.746707433765658265e-17
1.176179999999997108e+03 4.765670511601821311e-17
1.176229999999997062e+03 4.756688452420003216e-17
1.176279999999997017e+03 4.706057841231831634e-17
1.176329999999996971e+03 4.604412399142940882e-17
1.176379999999996926e+03 4.447190041840007888e-17
1.176429999999996880e+03 4.234663750095506583e-17
1.176479999999996835e+03 3.971523581986444786e-17
1.176529999999996789e+03 3.666091668215713580e-17
1.176579999999996744e+03 3.329286192438835353e-17
1.176629999999996699e+03 2.973465947829738255e-17
1.176679999999996653e+03 2.611285625234575889e-17
1.176729999999996608e+03 2.254675179887118507e-17
1.176779999999996562e+03 1.914028097220429320e-17
1.176829999999996517e+03 1.597648175898328503e-17
1.176879999999996471e+03 1.311468167255737786e-17
1.176929999999996426e+03 1.059021230554875294e-17
1.176979999999996380e+03 8.416215417813362525e-18
1.177029999999996335e+03 6.586955529971924844e-18
1.177079999999996289e+03 5.082005901197617318e-18
1.177129999999996244e+03 3.870714489768209426e-18
1.177179999999996198e+03 2.916459721725314875e-18
1.177229999999996153e+03 2.180345457460804721e-18
1.177279999999996107e+03 1.624132296345566568e-18
1.177329999999996062e+03 1.212337140637724224e-18
1.177379999999996016e+03 9.135396185252391384e-19
1.177429999999995971e+03 7.010063613466194714e-19
1.177479999999995925e+03 5.527821922154965530e-19
1.177529999999995880e+03 4.514063755265830756e-19
1.177579999999995835e+03 3.833998436404548349e-19
1.177629999999995789e+03 3.386442632102678868e-19
1.177679999999995744e+03 3.097432572097382473e-19
1.177729999999995698e+03 2.914260675421949338e-19
1.177779999999995653e+03 2.800277701243529154e-19
1.177829999999995607e+03 2.730599790980011372e-19
1.177879999999995562e+03 2.688718602566003653e-19
1.177929999999995516e+03 2.663927700748487880e-19
1.177979999999995471e+03 2.649435823548777731e-19
1.178029999999995425e+03 2.641028247543533965e-19
1.178079999999995380e+03 2.636144822387333909e-19
1.178129999999995334e+03 2.633263049153471700e-19
1.178179999999995289e+03 2.631496253137323143e-19
1.178229999999995243e+03 2.630338634492717929e-19
1.178279999999995198e+03 2.629507525960026056e-19
1.178329999999995152e+03 2.628877269584482279e-19
1.178369999999999891e+03 2.604436237491036485e-19
1.188369999999999891e+03 2.534324572071825328e-19
1.198369999999999891e+03 2.453290932863290986e-19
1.204509999999999991e+03 2.405027014223552433e-19
1.204559999999999945e+03 2.391692877708664914e-19
1.204609999999999900e+03 2.391271229683308119e-19
1.204659999999999854e+03 2.390849682588650064e-19
1.204709999999999809e+03 2.390428246609096889e-19
1.204759999999999764e+03 2.390006911560258343e-19
1.204809999999999718e+03 2.389585687626508787e-19
1.204859999999999673e+03 2.389164584818327961e-19
1.204909999999999627e+03 2.388743583027801612e-19
1.204959999999999582e+03 2.388322692265439812e-19
1.205009999999999536e+03 2.387901892423297977e-19
1.205059999999999491e+03 2.387481223804174792e-19
1.205109999999999445e+03 2.387060656202675269e-19
1.205159999999999400e+03 2.386640169337112350e-19
1.205209999999999354e+03 2.386219844073675689e-19
1.205259999999999309e+03 2.385799589448770489e-19
1.205309999999999263e+03 2.385379456036298274e-19
1.205359999999999218e+03 2.384959423554632170e-19
1.205409999999999172e+03 2.384539512285383161e-19
1.205459999999999127e+03 2.384119752434053124e-19
1.205509999999999081e+03 2.383700467204810795e-19
1.205559999999999036e+03 2.383284180865826330e-19
1.205609999999998990e+03 2.382888341844857396e-19
1.205659999999998945e+03 2.382620346209931842e-19
1.205709999999998900e+03 2.383071458549065502e-19
1.205759999999998854e+03 2.387145625966787908e-19
1.205809999999998809e+03 2.407544847032125046e-19
1.205859999999998763e+03 2.493644907689372199e-19
1.205909999999998718e+03 2.815542727764958804e-19
1.205959999999998672e+03 3.890600864855117008e-19
1.206009999999998627e+03 7.100967087325538777e-19
1.206059999999998581e+03 1.566545196819410618e-18
1.206109999999998536e+03 3.604253335928950797e-18
1.206159999999998490e+03 7.917679533269213983e-18
1.206209999999998445e+03 1.601302634601058534e-17
1.206259999999998399e+03 2.941440489992362212e-17
1.206309999999998354e+03 4.882622564879800282e-17
1.206359999999998308e+03 7.309477256621069722e-17
1.206409999999998263e+03 9.860509340773989925e-17
1.206459999999998217e+03 1.198215951619007598e-16
1.206509999999998172e+03 1.311367653948318967e-16
1.206559999999998126e+03 1.292533816111036555e-16
1.206609999999998081e+03 1.147335849846701529e-16
1.206659999999998035e+03 9.172851488137333767e-17
1.206709999999997990e+03 6.606463287604574035e-17
1.206759999999997945e+03 4.288247549368508994e-17
1.206809999999997899e+03 2.511256133767640224e-17
1.206859999999997854e+03 1.330189314798791807e-17
1.206909999999997808e+03 6.415315437755651539e-18
1.206959999999997763e+03 2.867661335428146179e-18
1.207009999999997717e+03 1.245537998470830665e-18
1.207059999999997672e+03 5.851405001533981426e-19
1.207109999999997626e+03 3.451991354112902620e-19
1.207159999999997581e+03 2.672552664099808004e-19
1.207209999999997535e+03 2.445731490569034165e-19
1.207259999999997490e+03 2.386368447776031746e-19
1.207309999999997444e+03 2.372192781413905199e-19
1.207359999999997399e+03 2.368895640682395988e-19
1.207409999999997353e+03 2.367938435619362964e-19
1.207459999999997308e+03 2.367431535037150260e-19
1.207509999999997262e+03 2.367002273557204477e-19
1.207559999999997217e+03 2.366585078450609346e-19
1.207609999999997171e+03 2.366169660532908920e-19
1.207659999999997126e+03 2.365754545494756380e-19
1.207709999999997081e+03 2.365339571863510552e-19
1.207759999999997035e+03 2.364924699163435318e-19
1.207809999999996990e+03 2.364509937577993592e-19
1.207859999999996944e+03 2.364095276923736903e-19
1.207909999999996899e+03 2.363680727384098797e-19
1.207959999999996853e+03 2.363266288873081204e-19
1.208009999999996808e+03 2.362851941281827130e-19
1.208059999999996762e+03 2.362437714816628083e-19
1.208109999999996717e+03 2.362023579271177629e-19
1.208159999999996671e+03 2.361609554754378021e-19
1.208209999999996626e+03 2.361195651449570842e-19
1.208259999999996580e+03 2.360781838978589781e-19
1.208309999999996535e+03 2.360368147719586703e-19
1.208359999999996489e+03 2.359954547294424668e-19
1.208409999999996444e+03 2.359541068081224728e-19
1.208459999999996398e+03 2.359127689713476573e-19
1.208509999999999991e+03 2.352306144913342642e-19
1.211670000000000073e+03 2.339148847336177493e-19
1.211720000000000027e+03 1.220436439562155676e-20
1.211769999999999982e+03 1.845668406951190620e-20
1.211819999999999936e+03 2.776539150734876863e-20
1.211869999999999891e+03 4.154947458854842271e-20
1.211919999999999845e+03 6.184988298085279878e-20
1.211969999999999800e+03 9.158489241282130853e-20
1.212019999999999754e+03 1.349026273952912724e-19
1.212069999999999709e+03 1.976644589755403072e-19
1.212119999999999663e+03 2.881033971825568709e-19
1.212169999999999618e+03 4.177147219728164907e-19
1.212219999999999573e+03 6.024524788862964255e-19
1.212269999999999527e+03 8.643256886092332592e-19
