1.170000000000000000e+03 8.490797824841724166e-16
1.172930000000000064e+03 7.842582994168583975e-16
1.172980000000000018e+03 4.875461011655414119e-16
1.173029999999999973e+03 9.906586678924583518e-16
1.173079999999999927e+03 5.973302366439119167e-16
1.173129999999999882e+03 5.405994505961492354e-16
1.173179999999999836e+03 8.058517959034173548e-16
1.173229999999999791e+03 9.999999999999999452e-21
1.173279999999999745e+03 1.269004456420312997e-15
1.173329999999999700e+03 1.172530331804950910e-15
1.173379999999999654e+03 6.217080074766665425e-16
1.173429999999999609e+03 9.557705583922861374e-16
1.173479999999999563e+03 8.555779900293553463e-16
1.173529999999999518e+03 5.038929106360400670e-16
1.173579999999999472e+03 9.999999999999999452e-21
1.173629999999999427e+03 1.664698936105881529e-16
1.173679999999999382e+03 3.525762726503862565e-16
1.173729999999999336e+03 4.479035151618542395e-16
1.173779999999999291e+03 3.700695608652357524e-16
1.173829999999999245e+03 1.158950681016859361e-15
1.173879999999999200e+03 5.279042219705352842e-16
1.173929999999999154e+03 4.359303610734404552e-16
1.173979999999999109e+03 5.286294756088415342e-16
1.174029999999999063e+03 7.536040022432194917e-16
1.174079999999999018e+03 5.810886542252405625e-16
1.174129999999998972e+03 2.661413038607166612e-16
1.174179999999998927e+03 7.507755796743902175e-16
1.174229999999998881e+03 7.272436048898745264e-16
1.174279999999998836e+03 7.698263299724646109e-16
1.174329999999998790e+03 7.368455101299106514e-16
1.174379999999998745e+03 4.980625187861944091e-17
1.174429999999998699e+03 6.020031769303383363e-16
1.174479999999998654e+03 3.442518208732943056e-16
1.174529999999998608e+03 8.473571410282216660e-16
1.174579999999998563e+03 9.316054205291300319e-16
1.174629999999998518e+03 1.447591194295045400e-16
1.174679999999998472e+03 1.034439780855276626e-15
1.174729999999998427e+03 1.257617725669261040e-15
1.174779999999998381e+03 2.676115992041789866e-15
1.174829999999998336e+03 5.197552827408656320e-15
1.174879999999998290e+03 1.033865416129051424e-14
1.174929999999998245e+03 1.311531573235450316e-14
1.174979999999998199e+03 1.144541566735338399e-14
1.175029999999998154e+03 6.681556389847369917e-15
1.175079999999998108e+03 4.452939897383563099e-15
1.175129999999998063e+03 3.306265877469362550e-15
1.175179999999998017e+03 5.024738362247857549e-15
1.175229999999997972e+03 9.108927718856605186e-15
1.175279999999997926e+03 1.111802033521557823e-14
1.175329999999997881e+03 6.541857672897980515e-15
1.175379999999997835e+03 6.431619884210786666e-15
1.175429999999997790e+03 4.341613624765648453e-15
1.175479999999997744e+03 5.420119635442047943e-15
