wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1219.5000,0,2.805,3.8263e-09,158.52,161.33
1219.5500,0,2.805,3.8262e-09,158.63,161.43
1219.6000,0,2.805,3.8261e-09,158.73,161.54
1219.6500,0,2.805,3.826e-09,158.84,161.64
1219.7000,0,2.805,3.8259e-09,158.94,161.75
1219.7500,0,2.805,3.8258e-09,159.05,161.85
1219.8000,0,2.805,3.8257e-09,159.15,161.96
1219.8500,0,2.805,3.8256e-09,159.26,162.06
1219.9000,0,2.805,3.8255e-09,159.36,162.17
1219.9500,0,2.805,3.8254e-09,159.47,162.27
1220.0000,0,2.805,3.8252e-09,159.57,162.38
1220.0500,0,2.805,3.8251e-09,159.68,162.48
1220.1000,0,2.805,3.825e-09,159.78,162.59
1220.1500,0,2.805,3.8249e-09,159.89,162.69
1220.2000,0,2.805,3.8248e-09,159.99,162.8
1220.2500,0,2.805,3.8246e-09,160.1,162.9
1220.3000,0,2.805,3.8245e-09,160.2,163.01
1220.3500,0,2.805,3.8244e-09,160.3,163.11
1220.4000,0,2.805,3.8242e-09,160.41,163.21
1220.4500,0,2.805,3.8241e-09,160.51,163.32
1220.5000,0,2.805,3.824e-09,160.62,163.42
1220.5500,0,2.805,3.8238e-09,160.72,163.53
1220.6000,0,2.805,3.8237e-09,160.83,163.63
1220.6500,0,2.805,3.8235e-09,160.93,163.74
1220.7000,0,2.805,3.8233e-09,161.04,163.84
1220.7500,0,2.805,3.8232e-09,161.14,163.95
1220.8000,0,2.805,3.823e-09,161.25,164.05
1220.8500,0,2.805,3.8228e-09,161.35,164.16
1220.9000,0,2.805,3.8227e-09,161.45,164.26
1220.9500,0,2.805,3.8225e-09,161.56,164.36
1221.0000,0,2.805,3.8223e-09,161.66,164.47
1221.0500,0,2.805,3.8221e-09,161.77,164.57
1221.1000,0,2.805,3.8219e-09,161.87,164.68
1221.1500,0,2.805,3.8218e-09,161.98,164.78
1221.2000,0,2.805,3.8216e-09,162.08,164.89
1221.2500,0,2.805,3.8214e-09,162.18,164.99
1221.3000,0,2.805,3.8212e-09,162.29,165.09
1221.3500,0,2.805,3.821e-09,162.39,165.2
1221.4000,0,2.805,3.8207e-09,162.5,165.3
1221.4500,0,2.805,3.8205e-09,162.6,165.41
1221.5000,0,2.805,3.8203e-09,162.7,165.51
1221.5500,0,2.805,3.8201e-09,162.81,165.61
1221.6000,0,2.805,3.8199e-09,162.91,165.72
1221.6500,0,2.805,3.8196e-09,163.02,165.82
1221.7000,0,2.805,3.8194e-09,163.12,165.93
1221.7500,0,2.805,3.8192e-09,163.22,166.03
1221.8000,0,2.805,3.8189e-09,163.33,166.13
1221.8500,0,2.805,3.8187e-09,163.43,166.24
1221.9000,0,2.805,3.8184e-09,163.54,166.34
1221.9500,0,2.805,3.8182e-09,163.64,166.44
1222.0000,0,2.805,3.8179e-09,163.74,166.55
1222.0500,0,2.805,3.8177e-09,163.85,166.65
1222.1000,0,2.805,3.8174e-09,163.95,166.76
1222.1500,0,2.805,3.8172e-09,164.05,166.86
1222.2000,0,2.805,3.8169e-09,164.16,166.96
1222.2500,0,2.805,3.8166e-09,164.26,167.07
1222.3000,0,2.805,3.8163e-09,164.36,167.17
1222.3500,0,2.805,3.8161e-09,164.47,167.27
1222.4000,0,2.805,3.8158e-09,164.57,167.38
1222.4500,0,2.805,3.8155e-09,164.67,167.48
1222.5000,0,2.805,3.8152e-09,164.78,167.58
1222.5500,0,2.805,3.8149e-09,164.88,167.69
1222.6000,0,2.805,3.8146e-09,164.98,167.79
1222.6500,0,2.805,3.8143e-09,165.09,167.89
1222.7000,0,2.805,3.814e-09,165.19,168
1222.7500,0,2.805,3.8137e-09,165.29,168.1
1222.8000,0,2.805,3.8134e-09,165.4,168.2
1222.8500,0,2.805,3.8131e-09,165.5,168.31
1222.9000,0,2.805,3.8127e-09,165.6,168.41
1222.9500,0,2.805,3.8124e-09,165.71,168.51
1223.0000,0,2.805,3.8121e-09,165.81,168.61
1223.0500,0,2.805,3.8118e-09,165.91,168.72
1223.1000,0,2.805,3.8114e-09,166.02,168.82
1223.1500,0,2.805,3.8111e-09,166.12,168.92
1223.2000,0,2.805,3.8107e-09,166.22,169.03
1223.2500,0,2.805,3.8104e-09,166.32,169.13
1223.3000,0,2.805,3.81e-09,166.43,169.23
1223.3500,0,2.805,3.8097e-09,166.53,169.33
1223.4000,0,2.805,3.8093e-09,166.63,169.44
1223.4500,0,2.805,3.809e-09,166.74,169.54
1223.5000,0,2.805,3.8086e-09,166.84,169.64
1223.5500,0,2.805,3.8082e-09,166.94,169.75
1223.6000,0,2.805,3.8079e-09,167.04,169.85
1223.6500,0,2.805,3.8075e-09,167.15,169.95
1223.7000,0,2.805,3.8071e-09,167.25,170.05
1223.7500,0,2.805,3.8067e-09,167.35,170.16
1223.8000,0,2.805,3.8063e-09,167.45,170.26
1223.8500,0,2.805,3.8059e-09,167.56,170.36
1223.9000,0,2.805,3.8055e-09,167.66,170.46
1223.9500,0,2.805,3.8051e-09,167.76,170.57
1224.0000,0,2.805,3.8047e-09,167.86,170.67
1224.0500,0,2.805,3.8043e-09,167.96,170.77
1224.1000,0,2.805,3.8039e-09,168.07,170.87
1224.1500,0,2.805,3.8035e-09,168.17,170.97
1224.2000,0,2.805,3.8031e-09,168.27,171.08
1224.2500,0,2.805,3.8027e-09,168.37,171.18
1224.3000,0,2.805,3.8023e-09,168.48,171.28
1224.3500,0,2.805,3.8018e-09,168.58,171.38
1224.4000,0,2.805,3.8014e-09,168.68,171.48
1224.4500,0,2.805,3.801e-09,168.78,171.59
1224.5000,0,2.805,3.8005e-09,168.88,171.69
1224.5500,0,2.805,3.8001e-09,168.99,171.79
1224.6000,0,2.805,3.7996e-09,169.09,171.89
1224.6500,0,2.805,3.7992e-09,169.19,171.99
1224.7000,0,2.805,3.7987e-09,169.29,172.1
1224.7500,0,2.805,3.7983e-09,169.39,172.2
1224.8000,0,2.805,3.7978e-09,169.49,172.3
1224.8500,0,2.805,3.7973e-09,169.6,172.4
1224.9000,0,2.805,3.7969e-09,169.7,172.5
1224.9500,0,2.805,3.7964e-09,169.8,172.6
1225.0000,0,2.805,3.7959e-09,169.9,172.71
1225.0500,0,2.805,3.7954e-09,170,172.81
1225.1000,0,2.805,3.795e-09,170.1,172.91
1225.1500,0,2.805,3.7945e-09,170.2,173.01
1225.2000,0,2.805,3.794e-09,170.31,173.11
1225.2500,0,2.805,3.7935e-09,170.41,173.21
1225.3000,0,2.805,3.793e-09,170.51,173.31
1225.3500,0,2.805,3.7925e-09,170.61,173.41
1225.4000,0,2.805,3.792e-09,170.71,173.52
1225.4500,0,2.805,3.7915e-09,170.81,173.62
1225.5000,0,2.805,3.791e-09,170.91,173.72
1225.5500,0,2.805,3.7904e-09,171.01,173.82
1225.6000,0,2.805,3.7899e-09,171.12,173.92
1225.6500,0,2.805,3.7894e-09,171.22,174.02
1225.7000,0,2.805,3.7889e-09,171.32,174.12
1225.7500,0,2.805,3.7883e-09,171.42,174.22
1225.8000,0,2.805,3.7878e-09,171.52,174.32
1225.8500,0,2.805,3.7873e-09,171.62,174.42
1225.9000,0,2.805,3.7867e-09,171.72,174.53
1225.9500,0,2.805,3.7862e-09,171.82,174.63
1226.0000,0,2.805,3.7856e-09,171.92,174.73
1226.0500,0,2.805,3.7851e-09,172.02,174.83
1226.1000,0,2.805,3.7845e-09,172.12,174.93
1226.1500,0,2.805,3.7839e-09,172.22,175.03
1226.2000,0,2.805,3.7834e-09,172.32,175.13
1226.2500,0,2.805,3.7828e-09,172.42,175.23
1226.3000,0,2.805,3.7822e-09,172.52,175.33
1226.3500,0,2.805,3.7816e-09,172.63,175.43
1226.4000,0,2.805,3.7811e-09,172.73,175.53
1226.4500,0,2.805,3.7805e-09,172.83,175.63
1226.5000,0,2.805,3.7799e-09,172.93,175.73
1226.5500,0,2.805,3.7793e-09,173.03,175.83
1226.6000,0,2.805,3.7787e-09,173.13,175.93
1226.6500,0,2.805,3.7781e-09,173.23,176.03
1226.7000,0,2.805,3.7775e-09,173.33,176.13
1226.7500,0,2.805,3.7769e-09,173.43,176.23
1226.8000,0,2.805,3.7763e-09,173.53,176.33
1226.8500,0,2.805,3.7757e-09,173.63,176.43
1226.9000,0,2.805,3.775e-09,173.73,176.53
1226.9500,0,2.805,3.7744e-09,173.83,176.63
1227.0000,0,2.805,3.7738e-09,173.93,176.73
1227.0500,0,2.805,3.7732e-09,174.03,176.83
1227.1000,0,2.805,3.7725e-09,174.13,176.93
1227.1500,0,2.805,3.7719e-09,174.22,177.03
1227.2000,0,2.805,3.7713e-09,174.32,177.13
1227.2500,0,2.805,3.7706e-09,174.42,177.23
1227.3000,0,2.805,3.77e-09,174.52,177.33
1227.3500,0,2.805,3.7693e-09,174.62,177.43
1227.4000,0,2.805,3.7687e-09,174.72,177.53
1227.4500,0,2.805,3.768e-09,174.82,177.63
1227.5000,0,2.805,3.7673e-09,174.92,177.73
1227.5500,0,2.805,3.7667e-09,175.02,177.83
1227.6000,0,2.805,3.766e-09,175.12,177.92
1227.6500,0,2.805,3.7653e-09,175.22,178.02
1227.7000,0,2.805,3.7646e-09,175.32,178.12
1227.7500,0,2.805,3.764e-09,175.42,178.22
1227.8000,0,2.805,3.7633e-09,175.52,178.32
1227.8500,0,2.805,3.7626e-09,175.61,178.42
1227.9000,0,2.805,3.7619e-09,175.71,178.52
1227.9500,0,2.805,3.7612e-09,175.81,178.62
1228.0000,0,2.805,3.7605e-09,175.91,178.72
1228.0500,0,2.805,3.7598e-09,176.01,178.81
1228.1000,0,2.805,3.7591e-09,176.11,178.91
1228.1500,0,2.805,3.7584e-09,176.21,179.01
1228.2000,0,2.805,3.7577e-09,176.31,179.11
1228.2500,0,2.805,3.7569e-09,176.4,179.21
1228.3000,0,2.805,3.7562e-09,176.5,179.31
1228.3500,0,2.805,3.7555e-09,176.6,179.41
1228.4000,0,2.805,3.7548e-09,176.7,179.5
1228.4500,0,2.805,3.754e-09,176.8,179.6
1228.5000,0,2.805,3.7533e-09,176.9,179.7
1228.5500,0,2.805,3.7525e-09,176.99,179.8
1228.6000,0,2.805,3.7518e-09,177.09,179.9
1228.6500,0,2.805,3.751e-09,177.19,180
1228.7000,0,2.805,3.7503e-09,177.29,180.09
1228.7500,0,2.805,3.7495e-09,177.39,180.19
1228.8000,0,2.805,3.7488e-09,177.49,180.29
1228.8500,0,2.805,3.748e-09,177.58,180.39
1228.9000,0,2.805,3.7472e-09,177.68,180.49
1228.9500,0,2.805,3.7465e-09,177.78,180.58
1229.0000,0,2.805,3.7457e-09,177.88,180.68
1229.0500,0,2.805,3.7449e-09,177.97,180.78
1229.1000,0,2.805,3.7441e-09,178.07,180.88
1229.1500,0,2.805,3.7433e-09,178.17,180.97
1229.2000,0,2.805,3.7425e-09,178.27,181.07
1229.2500,0,2.805,3.7418e-09,178.37,181.17
1229.3000,0,2.805,3.741e-09,178.46,181.27
1229.3500,0,2.805,3.7402e-09,178.56,181.36
1229.4000,0,2.805,3.7393e-09,178.66,181.46
1229.4500,0,2.805,3.7385e-09,178.75,181.56
1229.5000,0,2.805,3.7377e-09,178.85,181.66
1229.5500,0,2.805,3.7369e-09,178.95,181.75
1229.6000,0,2.805,3.7361e-09,179.05,181.85
1229.6500,0,2.805,3.7353e-09,179.14,181.95
1229.7000,0,2.805,3.7344e-09,179.24,182.05
1229.7500,0,2.805,3.7336e-09,179.34,182.14
1229.8000,0,2.805,3.7328e-09,179.43,182.24
1229.8500,0,2.805,3.7319e-09,179.53,182.34
1229.9000,0,2.805,3.7311e-09,179.63,182.43
1229.9500,0,2.805,3.7302e-09,179.72,182.53
1230.0000,0,2.805,3.7294e-09,179.82,182.63
1230.0500,0,2.805,3.7285e-09,179.92,182.72
1230.1000,0,2.805,3.7277e-09,180.01,182.82
1230.1500,0,2.805,3.7268e-09,180.11,182.92
1230.2000,0,2.805,3.7259e-09,180.21,183.01
1230.2500,0,2.805,3.7251e-09,180.3,183.11
1230.3000,0,2.805,3.7242e-09,180.4,183.21
1230.3500,0,2.805,3.7233e-09,180.5,183.3
1230.4000,0,2.805,3.7224e-09,180.59,183.4
1230.4500,0,2.805,3.7216e-09,180.69,183.49
1230.5000,0,2.805,3.7207e-09,180.79,183.59
1230.5500,0,2.805,3.7198e-09,180.88,183.69
1230.6000,0,2.805,3.7189e-09,180.98,183.78
1230.6500,0,2.805,3.718e-09,181.07,183.88
1230.7000,0,2.805,3.7171e-09,181.17,183.98
1230.7500,0,2.805,3.7162e-09,181.27,184.07
1230.8000,0,2.805,3.7153e-09,181.36,184.17
1230.8500,0,2.805,3.7144e-09,181.46,184.26
1230.9000,0,2.805,3.7134e-09,181.55,184.36
1230.9500,0,2.805,3.7125e-09,181.65,184.45
1231.0000,0,2.805,3.7116e-09,181.74,184.55
1231.0500,0,2.805,3.7107e-09,181.84,184.65
1231.1000,0,2.805,3.7097e-09,181.94,184.74
1231.1500,0,2.805,3.7088e-09,182.03,184.84
1231.2000,0,2.805,3.7079e-09,182.13,184.93
1231.2500,0,2.805,3.7069e-09,182.22,185.03
1231.3000,0,2.805,3.706e-09,182.32,185.12
1231.3500,0,2.805,3.705e-09,182.41,185.22
1231.4000,0,2.805,3.7041e-09,182.51,185.31
1231.4500,0,2.805,3.7031e-09,182.6,185.41
1231.5000,0,2.805,3.7021e-09,182.7,185.5
1231.5500,0,2.805,3.7012e-09,182.79,185.6
1231.6000,0,2.805,3.7002e-09,182.89,185.69
1231.6500,0,2.805,3.6992e-09,182.98,185.79
1231.7000,0,2.805,3.6983e-09,183.08,185.88
1231.7500,0,2.805,3.6973e-09,183.17,185.98
1231.8000,0,2.805,3.6963e-09,183.27,186.07
1231.8500,0,2.805,3.6953e-09,183.36,186.17
1231.9000,0,2.805,3.6943e-09,183.46,186.26
1231.9500,0,2.805,3.6933e-09,183.55,186.36
1232.0000,0,2.805,3.6923e-09,183.65,186.45
1232.0500,0,2.805,3.6913e-09,183.74,186.54
1232.1000,0,2.805,3.6903e-09,183.83,186.64
1232.1500,0,2.805,3.6893e-09,183.93,186.73
1232.2000,0,2.805,3.6883e-09,184.02,186.83
1232.2500,0,2.805,3.6873e-09,184.12,186.92
1232.3000,0,2.805,3.6863e-09,184.21,187.02
1232.3500,0,2.805,3.6852e-09,184.31,187.11
1232.4000,0,2.805,3.6842e-09,184.4,187.2
1232.4500,0,2.805,3.6832e-09,184.49,187.3
1232.5000,0,2.805,3.6822e-09,184.59,187.39
1232.5500,0,2.805,3.6811e-09,184.68,187.49
1232.6000,0,2.805,3.6801e-09,184.77,187.58
1232.6500,0,2.805,3.679e-09,184.87,187.67
1232.7000,0,2.805,3.678e-09,184.96,187.77
1232.7500,0,2.805,3.6769e-09,185.06,187.86
1232.8000,0,2.805,3.6759e-09,185.15,187.95
1232.8500,0,2.805,3.6748e-09,185.24,188.05
1232.9000,0,2.805,3.6737e-09,185.34,188.14
1232.9500,0,2.805,3.6727e-09,185.43,188.24
1233.0000,0,2.805,3.6716e-09,185.52,188.33
1233.0500,0,2.805,3.6705e-09,185.62,188.42
1233.1000,0,2.805,3.6695e-09,185.71,188.52
1233.1500,0,2.805,3.6684e-09,185.8,188.61
1233.2000,0,2.805,3.6673e-09,185.9,188.7
1233.2500,0,2.805,3.6662e-09,185.99,188.79
1233.3000,0,2.805,3.6651e-09,186.08,188.89
1233.3500,0,2.805,3.664e-09,186.18,188.98
1233.4000,0,2.805,3.6629e-09,186.27,189.07
1233.4500,0,2.805,3.6618e-09,186.36,189.17
1233.5000,0,2.805,3.6607e-09,186.45,189.26
1233.5500,0,2.805,3.6596e-09,186.55,189.35
1233.6000,0,2.805,3.6585e-09,186.64,189.44
1233.6500,0,2.805,3.6574e-09,186.73,189.54
1233.7000,0,2.805,3.6563e-09,186.82,189.63
1233.7500,0,2.805,3.6551e-09,186.92,189.72
1233.8000,0,2.805,3.654e-09,187.01,189.81
1233.8500,0,2.805,3.6529e-09,187.1,189.91
1233.9000,0,2.805,3.6517e-09,187.19,190
1233.9500,0,2.805,3.6506e-09,187.29,190.09
1234.0000,0,2.805,3.6495e-09,187.38,190.18
1234.0500,0,2.805,3.6483e-09,187.47,190.28
1234.1000,0,2.805,3.6472e-09,187.56,190.37
1234.1500,0,2.805,3.646e-09,187.65,190.46
1234.2000,0,2.805,3.6449e-09,187.75,190.55
1234.2500,0,2.805,3.6437e-09,187.84,190.64
1234.3000,0,2.805,3.6425e-09,187.93,190.74
1234.3500,0,2.805,3.6414e-09,188.02,190.83
1234.4000,0,2.805,3.6402e-09,188.11,190.92
1234.4500,0,2.805,3.639e-09,188.21,191.01
1234.5000,0,2.805,3.6379e-09,188.3,191.1
1234.5500,0,2.805,3.6367e-09,188.39,191.19
1234.6000,0,2.805,3.6355e-09,188.48,191.29
1234.6500,0,2.805,3.6343e-09,188.57,191.38
1234.7000,0,2.805,3.6331e-09,188.66,191.47
1234.7500,0,2.805,3.6319e-09,188.76,191.56
1234.8000,0,2.805,3.6307e-09,188.85,191.65
1234.8500,0,2.805,3.6295e-09,188.94,191.74
1234.9000,0,2.805,3.6283e-09,189.03,191.83
1234.9500,0,2.805,3.6271e-09,189.12,191.92
1235.0000,0,2.805,3.6259e-09,189.21,192.02
1235.0500,0,2.805,3.6247e-09,189.3,192.11
1235.1000,0,2.805,3.6235e-09,189.39,192.2
1235.1500,0,2.805,3.6222e-09,189.48,192.29
1235.2000,0,2.805,3.621e-09,189.57,192.38
1235.2500,0,2.805,3.6198e-09,189.67,192.47
1235.3000,0,2.805,3.6186e-09,189.76,192.56
1235.3500,0,2.805,3.6173e-09,189.85,192.65
1235.4000,0,2.805,3.6161e-09,189.94,192.74
1235.4500,0,2.805,3.6148e-09,190.03,192.83
1235.5000,0,2.805,3.6136e-09,190.12,192.92
1235.5500,0,2.805,3.6123e-09,190.21,193.01
1235.6000,0,2.805,3.6111e-09,190.3,193.1
1235.6500,0,2.805,3.6098e-09,190.39,193.19
1235.7000,0,2.805,3.6086e-09,190.48,193.28
1235.7500,0,2.805,3.6073e-09,190.57,193.37
1235.8000,0,2.805,3.606e-09,190.66,193.46
1235.8500,0,2.805,3.6048e-09,190.75,193.55
1235.9000,0,2.805,3.6035e-09,190.84,193.64
1235.9500,0,2.805,3.6022e-09,190.93,193.73
1236.0000,0,2.805,3.6009e-09,191.02,193.82
1236.0500,0,2.805,3.5997e-09,191.11,193.91
1236.1000,0,2.805,3.5984e-09,191.2,194
1236.1500,0,2.805,3.5971e-09,191.29,194.09
1236.2000,0,2.805,3.5958e-09,191.38,194.18
1236.2500,0,2.805,3.5945e-09,191.47,194.27
1236.3000,0,2.805,3.5932e-09,191.56,194.36
1236.3500,0,2.805,3.5919e-09,191.65,194.45
1236.4000,0,2.805,3.5906e-09,191.74,194.54
1236.4500,0,2.805,3.5893e-09,191.82,194.63
1236.5000,0,2.805,3.5879e-09,191.91,194.72
1236.5500,0,2.805,3.5866e-09,192,194.81
1236.6000,0,2.805,3.5853e-09,192.09,194.9
1236.6500,0,2.805,3.584e-09,192.18,194.99
1236.7000,0,2.805,3.5826e-09,192.27,195.08
1236.7500,0,2.805,3.5813e-09,192.36,195.16
1236.8000,0,2.805,3.58e-09,192.45,195.25
1236.8500,0,2.805,3.5786e-09,192.54,195.34
1236.9000,0,2.805,3.5773e-09,192.63,195.43
1236.9500,0,2.805,3.576e-09,192.71,195.52
1237.0000,0,2.805,3.5746e-09,192.8,195.61
1237.0500,0,2.805,3.5733e-09,192.89,195.7
1237.1000,0,2.805,3.5719e-09,192.98,195.78
1237.1500,0,2.805,3.5705e-09,193.07,195.87
1237.2000,0,2.805,3.5692e-09,193.16,195.96
1237.2500,0,2.805,3.5678e-09,193.25,196.05
1237.3000,0,2.805,3.5664e-09,193.33,196.14
1237.3500,0,2.805,3.5651e-09,193.42,196.23
1237.4000,0,2.805,3.5637e-09,193.51,196.31
1237.4500,0,2.805,3.5623e-09,193.6,196.4
1237.5000,0,2.805,3.5609e-09,193.69,196.49
1237.5500,0,2.805,3.5595e-09,193.77,196.58
1237.6000,0,2.805,3.5582e-09,193.86,196.67
1237.6500,0,2.805,3.5568e-09,193.95,196.75
1237.7000,0,2.805,3.5554e-09,194.04,196.84
1237.7500,0,2.805,3.554e-09,194.12,196.93
1237.8000,0,2.805,3.5526e-09,194.21,197.02
1237.8500,0,2.805,3.5512e-09,194.3,197.1
1237.9000,0,2.805,3.5497e-09,194.39,197.19
1237.9500,0,2.805,3.5483e-09,194.48,197.28
1238.0000,0,2.805,3.5469e-09,194.56,197.37
1238.0500,0,2.805,3.5455e-09,194.65,197.45
1238.1000,0,2.805,3.5441e-09,194.74,197.54
1238.1500,0,2.805,3.5426e-09,194.82,197.63
1238.2000,0,2.805,3.5412e-09,194.91,197.72
1238.2500,0,2.805,3.5398e-09,195,197.8
1238.3000,0,2.805,3.5383e-09,195.09,197.89
1238.3500,0,2.805,3.5369e-09,195.17,197.98
1238.4000,0,2.805,3.5355e-09,195.26,198.06
1238.4500,0,2.805,3.534e-09,195.35,198.15
1238.5000,0,2.805,3.5326e-09,195.43,198.24
1238.5500,0,2.805,3.5311e-09,195.52,198.32
1238.6000,0,2.805,3.5297e-09,195.61,198.41
1238.6500,0,2.805,3.5282e-09,195.69,198.5
1238.7000,0,2.805,3.5267e-09,195.78,198.58
1238.7500,0,2.805,3.5253e-09,195.87,198.67
1238.8000,0,2.805,3.5238e-09,195.95,198.76
1238.8500,0,2.805,3.5223e-09,196.04,198.84
1238.9000,0,2.805,3.5209e-09,196.12,198.93
1238.9500,0,2.805,3.5194e-09,196.21,199.02
1239.0000,0,2.805,3.5179e-09,196.3,199.1
1239.0500,0,2.805,3.5164e-09,196.38,199.19
1239.1000,0,2.805,3.5149e-09,196.47,199.27
1239.1500,0,2.805,3.5134e-09,196.56,199.36
1239.2000,0,2.805,3.5119e-09,196.64,199.45
1239.2500,0,2.805,3.5104e-09,196.73,199.53
1239.3000,0,2.805,3.5089e-09,196.81,199.62
1239.3500,0,2.805,3.5074e-09,196.9,199.7
1239.4000,0,2.805,3.5059e-09,196.98,199.79
1239.4500,0,2.805,3.5044e-09,197.07,199.87
1239.5000,0,2.805,3.5029e-09,197.16,199.96
1239.5500,0,2.805,3.5014e-09,197.24,200.05
1239.6000,0,2.805,3.4998e-09,197.33,200.13
1239.6500,0,2.805,3.4983e-09,197.41,200.22
1239.7000,0,2.805,3.4968e-09,197.5,200.3
1239.7500,0,2.805,3.4953e-09,197.58,200.39
1239.8000,0,2.805,3.4937e-09,197.67,200.47
1239.8500,0,2.805,3.4922e-09,197.75,200.56
1239.9000,0,2.805,3.4907e-09,197.84,200.64
1239.9500,0,2.805,3.4891e-09,197.92,200.73
1240.0000,0,2.805,3.4876e-09,198.01,200.81
1240.0500,0,2.805,3.486e-09,198.09,200.9
1240.1000,0,2.805,3.4845e-09,198.18,200.98
1240.1500,0,2.805,3.4829e-09,198.26,201.07
1240.2000,0,2.805,3.4814e-09,198.35,201.15
1240.2500,0,2.805,3.4798e-09,198.43,201.23
1240.3000,0,2.805,3.4783e-09,198.51,201.32
1240.3500,0,2.805,3.4767e-09,198.6,201.4
1240.4000,0,2.805,3.4751e-09,198.68,201.49
1240.4500,0,2.805,3.4736e-09,198.77,201.57
1240.5000,0,2.805,3.472e-09,198.85,201.66
1240.5500,0,2.805,3.4704e-09,198.94,201.74
1240.6000,0,2.805,3.4689e-09,199.02,201.82
1240.6500,0,2.805,3.4673e-09,199.1,201.91
1240.7000,0,2.805,3.4657e-09,199.19,201.99
1240.7500,0,2.805,3.4641e-09,199.27,202.08
1240.8000,0,2.805,3.4625e-09,199.36,202.16
1240.8500,0,2.805,3.4609e-09,199.44,202.24
1240.9000,0,2.805,3.4593e-09,199.52,202.33
1240.9500,0,2.805,3.4577e-09,199.61,202.41
1241.0000,0,2.805,3.4561e-09,199.69,202.5
1241.0500,0,2.805,3.4545e-09,199.77,202.58
1241.1000,0,2.805,3.4529e-09,199.86,202.66
1241.1500,0,2.805,3.4513e-09,199.94,202.75
1241.2000,0,2.805,3.4497e-09,200.02,202.83
1241.2500,0,2.805,3.4481e-09,200.11,202.91
1241.3000,0,2.805,3.4465e-09,200.19,203
1241.3500,0,2.805,3.4448e-09,200.27,203.08
1241.4000,0,2.805,3.4432e-09,200.36,203.16
1241.4500,0,2.805,3.4416e-09,200.44,203.24
1241.5000,0,2.805,3.44e-09,200.52,203.33
1241.5500,0,2.805,3.4383e-09,200.61,203.41
1241.6000,0,2.805,3.4367e-09,200.69,203.49
1241.6500,0,2.805,3.435e-09,200.77,203.58
1241.7000,0,2.805,3.4334e-09,200.85,203.66
1241.7500,0,2.805,3.4318e-09,200.94,203.74
1241.8000,0,2.805,3.4301e-09,201.02,203.82
1241.8500,0,2.805,3.4284e-09,201.1,203.91
1241.9000,0,2.805,3.4268e-09,201.18,203.99
1241.9500,0,2.805,3.4251e-09,201.27,204.07
1242.0000,0,2.805,3.4235e-09,201.35,204.15
1242.0500,0,2.805,3.4218e-09,201.43,204.24
1242.1000,0,2.805,3.4201e-09,201.51,204.32
1242.1500,0,2.805,3.4185e-09,201.59,204.4
1242.2000,0,2.805,3.4168e-09,201.68,204.48
1242.2500,0,2.805,3.4151e-09,201.76,204.56
1242.3000,0,2.805,3.4134e-09,201.84,204.64
1242.3500,0,2.805,3.4117e-09,201.92,204.73
1242.4000,0,2.805,3.41e-09,202,204.81
1242.4500,0,2.805,3.4084e-09,202.09,204.89
1242.5000,0,2.805,3.4067e-09,202.17,204.97
1242.5500,0,2.805,3.405e-09,202.25,205.05
1242.6000,0,2.805,3.4033e-09,202.33,205.13
1242.6500,0,2.805,3.4016e-09,202.41,205.22
1242.7000,0,2.805,3.3998e-09,202.49,205.3
1242.7500,0,2.805,3.3981e-09,202.57,205.38
1242.8000,0,2.805,3.3964e-09,202.65,205.46
1242.8500,0,2.805,3.3947e-09,202.74,205.54
1242.9000,0,2.805,3.393e-09,202.82,205.62
1242.9500,0,2.805,3.3913e-09,202.9,205.7
1243.0000,0,2.805,3.3895e-09,202.98,205.78
1243.0500,0,2.805,3.3878e-09,203.06,205.86
1243.1000,0,2.805,3.3861e-09,203.14,205.95
1243.1500,0,2.805,3.3843e-09,203.22,206.03
1243.2000,0,2.805,3.3826e-09,203.3,206.11
1243.2500,0,2.805,3.3809e-09,203.38,206.19
1243.3000,0,2.805,3.3791e-09,203.46,206.27
1243.3500,0,2.805,3.3774e-09,203.54,206.35
1243.4000,0,2.805,3.3756e-09,203.62,206.43
1243.4500,0,2.805,3.3739e-09,203.7,206.51
1243.5000,0,2.805,3.3721e-09,203.78,206.59
1243.5500,0,2.805,3.3704e-09,203.86,206.67
1243.6000,0,2.805,3.3686e-09,203.94,206.75
1243.6500,0,2.805,3.3668e-09,204.02,206.83
1243.7000,0,2.805,3.3651e-09,204.1,206.91
1243.7500,0,2.805,3.3633e-09,204.18,206.99
1243.8000,0,2.805,3.3615e-09,204.26,207.07
1243.8500,0,2.805,3.3597e-09,204.34,207.15
1243.9000,0,2.805,3.358e-09,204.42,207.23
1243.9500,0,2.805,3.3562e-09,204.5,207.31
1244.0000,0,2.805,3.3544e-09,204.58,207.39
1244.0500,0,2.805,3.3526e-09,204.66,207.47
1244.1000,0,2.805,3.3508e-09,204.74,207.55
1244.1500,0,2.805,3.349e-09,204.82,207.63
1244.2000,0,2.805,3.3472e-09,204.9,207.71
1244.2500,0,2.805,3.3454e-09,204.98,207.79
1244.3000,0,2.805,3.3436e-09,205.06,207.86
1244.3500,0,2.805,3.3418e-09,205.14,207.94
1244.4000,0,2.805,3.34e-09,205.22,208.02
1244.4500,0,2.805,3.3382e-09,205.3,208.1
1244.5000,0,2.805,3.3364e-09,205.38,208.18
