wavelength,readnoise,dark_counts,sky_counts,target_counts,total_counts
1244.5500,0,2.805,3.3345e-09,205.45,208.26
1244.6000,0,2.805,3.3327e-09,205.53,208.34
1244.6500,0,2.805,3.3309e-09,205.61,208.42
1244.7000,0,2.805,3.3291e-09,205.69,208.5
1244.7500,0,2.805,3.3272e-09,205.77,208.57
1244.8000,0,2.805,3.3254e-09,205.85,208.65
1244.8500,0,2.805,3.3236e-09,205.93,208.73
1244.9000,0,2.805,3.3217e-09,206,208.81
1244.9500,0,2.805,3.3199e-09,206.08,208.89
1245.0000,0,2.805,3.318e-09,206.16,208.97
1245.0500,0,2.805,3.3162e-09,206.24,209.04
1245.1000,0,2.805,3.3143e-09,206.32,209.12
1245.1500,0,2.805,3.3125e-09,206.39,209.2
1245.2000,0,2.805,3.3106e-09,206.47,209.28
1245.2500,0,2.805,3.3088e-09,206.55,209.36
1245.3000,0,2.805,3.3069e-09,206.63,209.43
1245.3500,0,2.805,3.305e-09,206.71,209.51
1245.4000,0,2.805,3.3032e-09,206.78,209.59
1245.4500,0,2.805,3.3013e-09,206.86,209.67
1245.5000,0,2.805,3.2994e-09,206.94,209.74
1245.5500,0,2.805,3.2975e-09,207.02,209.82
1245.6000,0,2.805,3.2957e-09,207.09,209.9
1245.6500,0,2.805,3.2938e-09,207.17,209.98
1245.7000,0,2.805,3.2919e-09,207.25,210.05
1245.7500,0,2.805,3.29e-09,207.33,210.13
1245.8000,0,2.805,3.2881e-09,207.4,210.21
1245.8500,0,2.805,3.2862e-09,207.48,210.28
1245.9000,0,2.805,3.2843e-09,207.56,210.36
1245.9500,0,2.805,3.2824e-09,207.63,210.44
1246.0000,0,2.805,3.2805e-09,207.71,210.51
1246.0500,0,2.805,3.2786e-09,207.79,210.59
1246.1000,0,2.805,3.2767e-09,207.86,210.67
1246.1500,0,2.805,3.2748e-09,207.94,210.74
1246.2000,0,2.805,3.2729e-09,208.02,210.82
1246.2500,0,2.805,3.2709e-09,208.09,210.9
1246.3000,0,2.805,3.269e-09,208.17,210.97
1246.3500,0,2.805,3.2671e-09,208.25,211.05
1246.4000,0,2.805,3.2652e-09,208.32,211.13
1246.4500,0,2.805,3.2632e-09,208.4,211.2
1246.5000,0,2.805,3.2613e-09,208.47,211.28
1246.5500,0,2.805,3.2594e-09,208.55,211.35
1246.6000,0,2.805,3.2574e-09,208.63,211.43
1246.6500,0,2.805,3.2555e-09,208.7,211.51
1246.7000,0,2.805,3.2535e-09,208.78,211.58
1246.7500,0,2.805,3.2516e-09,208.85,211.66
1246.8000,0,2.805,3.2496e-09,208.93,211.73
1246.8500,0,2.805,3.2477e-09,209,211.81
1246.9000,0,2.805,3.2457e-09,209.08,211.88
1246.9500,0,2.805,3.2438e-09,209.16,211.96
1247.0000,0,2.805,3.2418e-09,209.23,212.04
1247.0500,0,2.805,3.2398e-09,209.31,212.11
1247.1000,0,2.805,3.2379e-09,209.38,212.19
1247.1500,0,2.805,3.2359e-09,209.46,212.26
1247.2000,0,2.805,3.2339e-09,209.53,212.34
1247.2500,0,2.805,3.232e-09,209.61,212.41
1247.3000,0,2.805,3.23e-09,209.68,212.49
1247.3500,0,2.805,3.228e-09,209.76,212.56
1247.4000,0,2.805,3.226e-09,209.83,212.64
1247.4500,0,2.805,3.224e-09,209.91,212.71
1247.5000,0,2.805,3.222e-09,209.98,212.79
1247.5500,0,2.805,3.22e-09,210.06,212.86
1247.6000,0,2.805,3.218e-09,210.13,212.93
1247.6500,0,2.805,3.216e-09,210.2,213.01
1247.7000,0,2.805,3.214e-09,210.28,213.08
1247.7500,0,2.805,3.212e-09,210.35,213.16
1247.8000,0,2.805,3.21e-09,210.43,213.23
1247.8500,0,2.805,3.208e-09,210.5,213.31
1247.9000,0,2.805,3.206e-09,210.58,213.38
1247.9500,0,2.805,3.204e-09,210.65,213.45
1248.0000,0,2.805,3.202e-09,210.72,213.53
1248.0500,0,2.805,3.2e-09,210.8,213.6
1248.1000,0,2.805,3.1979e-09,210.87,213.68
1248.1500,0,2.805,3.1959e-09,210.94,213.75
1248.2000,0,2.805,3.1939e-09,211.02,213.82
1248.2500,0,2.805,3.1919e-09,211.09,213.9
1248.3000,0,2.805,3.1898e-09,211.17,213.97
1248.3500,0,2.805,3.1878e-09,211.24,214.04
1248.4000,0,2.805,3.1857e-09,211.31,214.12
1248.4500,0,2.805,3.1837e-09,211.39,214.19
1248.5000,0,2.805,3.1817e-09,211.46,214.26
1248.5500,0,2.805,3.1796e-09,211.53,214.34
1248.6000,0,2.805,3.1776e-09,211.61,214.41
1248.6500,0,2.805,3.1755e-09,211.68,214.48
1248.7000,0,2.805,3.1734e-09,211.75,214.56
1248.7500,0,2.805,3.1714e-09,211.82,214.63
1248.8000,0,2.805,3.1693e-09,211.9,214.7
1248.8500,0,2.805,3.1673e-09,211.97,214.77
1248.9000,0,2.805,3.1652e-09,212.04,214.85
1248.9500,0,2.805,3.1631e-09,212.11,214.92
1249.0000,0,2.805,3.161e-09,212.19,214.99
1249.0500,0,2.805,3.159e-09,212.26,215.06
1249.1000,0,2.805,3.1569e-09,212.33,215.14
1249.1500,0,2.805,3.1548e-09,212.4,215.21
1249.2000,0,2.805,3.1527e-09,212.48,215.28
1249.2500,0,2.805,3.1506e-09,212.55,215.35
1249.3000,0,2.805,3.145e-09,212.62,215.43
1249.3500,0,2.805,3.0659e-09,212.69,215.5
1249.4000,0,2.805,2.6681e-09,212.76,215.57
1249.4500,0,2.805,2.218e-09,212.84,215.64
1249.5000,0,2.805,1.8244e-09,199.6,202.4
